
Order_ID,Customer_ID,Product_ID,Order_Date,Order_Status,Order_Quantity,Unit_Price,Discount,Shipping_Mode,Shipping_Carrier,Shipping_Date_Scheduled,Shipping_Date_Actual,Delivery_Status,Late_Delivery_Risk_Flag,VAT_Rate,COGS,Unit_Price_Effective,Order_Total,VAT_Amount,Profit_Per_Order
ORD0001157,CUST00449,PROD00023,2023-09-01,Completed,7,80.55,0.19,Economy,CarrierE,2023-09-07,2023-09-10,Late,1,0.21,433.78999999999996,65.2455,456.71850000000006,95.91088500000001,22.9285000000001
ORD0001158,CUST00424,PROD00107,2024-06-28,Completed,5,164.88,0.18,Economy,CarrierC,2024-07-03,2024-07-05,Late,1,0.1,425.09999999999997,135.2016,676.008,67.6008,250.90800000000007
ORD0001159,CUST00460,PROD00171,2022-08-04,Completed,8,156.74,0.14,Express,CarrierE,2022-08-06,2022-08-07,Late,1,0.21,1097.04,134.7964,1078.3712,226.457952,-18.66879999999992
ORD0001160,CUST00440,PROD00051,2023-05-17,Cancelled,4,241.77,0.03,Standard,CarrierC,2023-05-23,2023-05-23,On Time,0,0.22,776.28,234.5169,938.0676,206.37487199999998,161.7876
ORD0001161,CUST00164,PROD00072,2023-04-04,Completed,4,166.22,0.24,Standard,CarrierE,2023-04-05,2023-04-07,Late,1,0.2,175.0,126.3272,505.3088,101.06176,330.3088
ORD0001162,CUST00301,PROD00103,2022-09-16,Completed,4,149.69,0.2,Express,CarrierA,2022-09-17,2022-09-18,Late,1,0.25,265.2,119.75200000000001,479.00800000000004,119.75200000000001,213.80800000000005
ORD0001163,CUST00407,PROD00153,2022-11-25,Completed,5,133.76,0.24,Same Day,CarrierD,2022-11-26,2022-11-26,On Time,0,0.1,166.25,101.65759999999999,508.28799999999995,50.8288,342.03799999999995
ORD0001164,CUST00303,PROD00080,2023-03-30,Pending,5,147.98,0.13,Same Day,CarrierC,2023-04-04,2023-04-08,Late,1,0.21,137.95,128.74259999999998,643.713,135.17972999999998,505.763
ORD0001165,CUST00287,PROD00163,2024-03-09,Completed,5,199.99,0.06,Economy,CarrierE,2024-03-12,2024-03-16,Late,1,0.22,642.6999999999999,187.9906,939.953,206.78966,297.25300000000004
ORD0001166,CUST00395,PROD00145,2023-01-10,Completed,5,123.32,0.23,Same Day,CarrierC,2023-01-15,2023-01-17,Late,1,0.1,302.7,94.9564,474.78200000000004,47.47820000000001,172.08200000000005
ORD0001167,CUST00010,PROD00018,2023-04-09,Completed,4,220.57,0.06,Same Day,CarrierE,2023-04-11,2023-04-13,Late,1,0.1,429.32,207.33579999999998,829.3431999999999,82.93432,400.0231999999999
ORD0001168,CUST00195,PROD00155,2022-03-16,Completed,5,212.43,0.02,Express,CarrierE,2022-03-20,2022-03-21,Late,1,0.25,986.0,208.1814,1040.907,260.22675,54.906999999999925
ORD0001169,CUST00118,PROD00143,2022-08-30,Completed,5,132.07,0.01,Economy,CarrierC,2022-09-04,2022-09-05,Late,1,0.0,509.79999999999995,130.7493,653.7465,0.0,143.94650000000001
ORD0001170,CUST00270,PROD00081,2022-01-17,Completed,6,307.36,0.0,Standard,CarrierA,2022-01-20,2022-01-23,Late,1,0.25,1039.8600000000001,307.36,1844.16,461.04,804.3
ORD0001171,CUST00080,PROD00107,2023-11-20,Pending,4,164.88,0.06,Express,CarrierC,2023-11-26,2023-11-28,Late,1,0.25,340.08,154.98719999999997,619.9487999999999,154.98719999999997,279.8687999999999
ORD0001172,CUST00458,PROD00069,2022-09-16,Completed,5,76.67,0.05,Economy,CarrierB,2022-09-20,2022-09-23,Late,1,0.22,97.69999999999999,72.8365,364.1825,80.12015,266.4825
ORD0001173,CUST00093,PROD00080,2022-05-03,Completed,6,147.98,0.23,Same Day,CarrierC,2022-05-05,2022-05-06,Late,1,0.2,165.54,113.9446,683.6676,136.73352,518.1276
ORD0001174,CUST00266,PROD00143,2024-09-05,Completed,3,132.07,0.09,Same Day,CarrierD,2024-09-08,2024-09-11,Late,1,0.1,305.88,120.1837,360.5511,36.055110000000006,54.671100000000024
ORD0001175,CUST00332,PROD00042,2024-09-10,Pending,3,244.88,0.01,Same Day,CarrierC,2024-09-11,2024-09-15,Late,1,0.25,304.68,242.4312,727.2936,181.8234,422.61359999999996
ORD0001176,CUST00350,PROD00034,2022-11-07,Completed,6,266.45,0.2,Standard,CarrierB,2022-11-12,2022-11-13,Late,1,0.21,1140.18,213.16,1278.96,268.5816,138.77999999999997
ORD0001177,CUST00361,PROD00048,2022-04-21,Completed,6,251.57,0.18,Same Day,CarrierB,2022-04-26,2022-04-29,Late,1,0.0,638.46,206.28740000000002,1237.7244,0.0,599.2644
ORD0001178,CUST00257,PROD00136,2022-09-13,Completed,4,78.93,0.05,Same Day,CarrierD,2022-09-15,2022-09-17,Late,1,0.25,272.08,74.9835,299.934,74.9835,27.854000000000042
ORD0001179,CUST00133,PROD00138,2022-08-22,Completed,7,249.12,0.11,Economy,CarrierA,2022-08-27,2022-08-29,Late,1,0.1,994.63,221.7168,1552.0176000000001,155.20176000000004,557.3876000000001
ORD0001180,CUST00276,PROD00005,2024-08-25,Completed,7,128.35,0.09,Economy,CarrierD,2024-08-28,2024-08-28,On Time,0,0.2,247.94,116.7985,817.5895,163.51790000000003,569.6495
ORD0001181,CUST00264,PROD00116,2023-05-12,Completed,5,280.85,0.19,Economy,CarrierC,2023-05-14,2023-05-17,Late,1,0.1,874.6500000000001,227.48850000000004,1137.4425,113.74425000000002,262.7925
ORD0001182,CUST00171,PROD00176,2024-05-17,Completed,6,90.25,0.15,Economy,CarrierC,2024-05-20,2024-05-23,Late,1,0.2,234.0,76.71249999999999,460.275,92.055,226.27499999999998
ORD0001183,CUST00460,PROD00117,2022-02-09,Completed,3,226.02,0.05,Economy,CarrierE,2022-02-14,2022-02-18,Late,1,0.21,485.15999999999997,214.719,644.1569999999999,135.27297,158.99699999999996
ORD0001184,CUST00001,PROD00154,2022-05-02,Completed,4,129.07,0.2,Economy,CarrierB,2022-05-08,2022-05-10,Late,1,0.1,401.76,103.256,413.024,41.302400000000006,11.26400000000001
ORD0001185,CUST00313,PROD00108,2023-03-26,Completed,6,204.16,0.15,Standard,CarrierE,2023-03-29,2023-04-02,Late,1,0.0,913.98,173.536,1041.216,0.0,127.23599999999988
ORD0001186,CUST00064,PROD00023,2023-12-28,Completed,3,80.55,0.21,Express,CarrierD,2023-12-29,2023-12-29,On Time,0,0.21,185.91,63.6345,190.9035,40.089735,4.993500000000012
ORD0001187,CUST00374,PROD00062,2024-03-18,Completed,7,206.47,0.22,Express,CarrierD,2024-03-19,2024-03-21,Late,1,0.25,405.37,161.0466,1127.3262,281.83155,721.9562
ORD0001188,CUST00468,PROD00013,2024-03-08,Completed,5,266.86,0.21,Express,CarrierB,2024-03-11,2024-03-11,On Time,0,0.0,836.6500000000001,210.81940000000003,1054.0970000000002,0.0,217.44700000000012
ORD0001189,CUST00284,PROD00137,2024-03-03,Completed,6,235.2,0.04,Standard,CarrierC,2024-03-07,2024-03-08,Late,1,0.18,636.96,225.79199999999997,1354.752,243.85536,717.7919999999999
ORD0001190,CUST00121,PROD00020,2023-06-03,Completed,4,189.93,0.23,Express,CarrierE,2023-06-08,2023-06-12,Late,1,0.19,247.16,146.2461,584.9844,111.14703600000001,337.8244000000001
ORD0001191,CUST00107,PROD00092,2022-04-02,Completed,8,154.5,0.03,Standard,CarrierD,2022-04-05,2022-04-09,Late,1,0.18,1152.64,149.865,1198.92,215.8056,46.27999999999997
ORD0001192,CUST00421,PROD00108,2022-12-27,Completed,4,204.16,0.04,Express,CarrierC,2022-12-31,2022-12-31,On Time,0,0.2,609.32,195.9936,783.9744,156.79488,174.6543999999999
ORD0001193,CUST00175,PROD00185,2024-08-03,Completed,3,166.89,0.21,Standard,CarrierE,2024-08-05,2024-08-06,Late,1,0.25,165.89999999999998,131.8431,395.5293,98.882325,229.6293
ORD0001194,CUST00485,PROD00152,2022-05-03,Completed,3,180.9,0.2,Economy,CarrierD,2022-05-08,2022-05-10,Late,1,0.19,155.13,144.72,434.15999999999997,82.4904,279.03
ORD0001195,CUST00204,PROD00108,2022-12-03,Completed,5,204.16,0.1,Standard,CarrierA,2022-12-06,2022-12-09,Late,1,0.21,761.6500000000001,183.744,918.72,192.9312,157.06999999999994
ORD0001196,CUST00165,PROD00033,2023-08-31,Completed,5,106.34,0.04,Standard,CarrierD,2023-09-04,2023-09-08,Late,1,0.22,88.45,102.0864,510.432,112.29504,421.982
ORD0001197,CUST00305,PROD00148,2023-05-28,Completed,2,114.59,0.05,Standard,CarrierB,2023-05-31,2023-05-31,On Time,0,0.1,206.04,108.8605,217.721,21.772100000000002,11.681000000000012
ORD0001198,CUST00497,PROD00188,2023-08-26,Completed,5,143.99,0.24,Standard,CarrierE,2023-08-30,2023-09-03,Late,1,0.18,566.3000000000001,109.4324,547.162,98.48916,-19.138000000000034
ORD0001199,CUST00120,PROD00176,2023-03-04,Cancelled,4,90.25,0.02,Express,CarrierE,2023-03-09,2023-03-13,Late,1,0.1,156.0,88.445,353.78,35.378,197.77999999999997
ORD0001200,CUST00044,PROD00064,2024-09-22,Completed,5,154.73,0.09,Economy,CarrierC,2024-09-23,2024-09-27,Late,1,0.18,372.84999999999997,140.80429999999998,704.0215,126.72386999999999,331.1715
ORD0001201,CUST00312,PROD00030,2023-03-09,Completed,6,110.58,0.16,Economy,CarrierE,2023-03-11,2023-03-11,On Time,0,0.1,84.36,92.88719999999999,557.3231999999999,55.732319999999994,472.9631999999999
ORD0001202,CUST00156,PROD00108,2022-01-07,Completed,9,204.16,0.19,Standard,CarrierC,2022-01-13,2022-01-14,Late,1,0.2,1370.97,165.36960000000002,1488.3264000000001,297.66528000000005,117.35640000000012
ORD0001203,CUST00367,PROD00073,2022-04-30,Completed,2,136.81,0.17,Economy,CarrierD,2022-05-03,2022-05-04,Late,1,0.18,12.16,113.5523,227.1046,40.878828,214.9446
ORD0001204,CUST00207,PROD00109,2023-01-22,Completed,5,169.92,0.09,Express,CarrierE,2023-01-25,2023-01-27,Late,1,0.0,248.1,154.6272,773.136,0.0,525.036
ORD0001205,CUST00390,PROD00145,2022-12-16,Completed,4,123.32,0.06,Express,CarrierC,2022-12-19,2022-12-19,On Time,0,0.1,242.16,115.92079999999999,463.68319999999994,46.36832,221.52319999999995
ORD0001206,CUST00108,PROD00100,2023-10-03,Completed,2,43.42,0.19,Economy,CarrierB,2023-10-08,2023-10-09,Late,1,0.1,52.08,35.1702,70.3404,7.034040000000001,18.260400000000004
ORD0001207,CUST00251,PROD00014,2023-11-22,Completed,6,83.93,0.11,Express,CarrierB,2023-11-25,2023-11-26,Late,1,0.2,278.46,74.69770000000001,448.1862000000001,89.63724000000002,169.72620000000012
ORD0001208,CUST00445,PROD00019,2022-04-08,Completed,6,188.43,0.03,Standard,CarrierE,2022-04-10,2022-04-13,Late,1,0.2,535.38,182.7771,1096.6625999999999,219.33252,561.2825999999999
ORD0001209,CUST00404,PROD00071,2024-07-22,Pending,4,277.95,0.24,Economy,CarrierD,2024-07-24,2024-07-25,Late,1,0.0,622.36,211.242,844.968,0.0,222.60799999999995
ORD0001210,CUST00370,PROD00059,2022-02-12,Completed,2,101.48,0.19,Express,CarrierA,2022-02-16,2022-02-20,Late,1,0.2,27.64,82.1988,164.3976,32.87952000000001,136.75760000000002
ORD0001211,CUST00334,PROD00195,2022-07-02,Completed,8,125.53,0.16,Economy,CarrierE,2022-07-04,2022-07-08,Late,1,0.21,568.88,105.4452,843.5616,177.147936,274.6816
ORD0001212,CUST00130,PROD00097,2023-11-28,Completed,8,223.58,0.08,Same Day,CarrierA,2023-12-03,2023-12-05,Late,1,0.0,855.44,205.69360000000003,1645.5488000000003,0.0,790.1088000000002
ORD0001213,CUST00457,PROD00044,2023-07-19,Completed,6,240.99,0.21,Standard,CarrierC,2023-07-25,2023-07-27,Late,1,0.19,1093.92,190.3821,1142.2926,217.035594,48.37259999999992
ORD0001214,CUST00293,PROD00160,2024-01-10,Completed,9,235.44,0.06,Same Day,CarrierA,2024-01-14,2024-01-15,Late,1,0.2,1323.0,221.31359999999998,1991.8223999999998,398.36447999999996,668.8223999999998
ORD0001215,CUST00020,PROD00111,2023-11-04,Pending,6,130.15,0.01,Express,CarrierD,2023-11-10,2023-11-13,Late,1,0.1,369.0,128.8485,773.091,77.3091,404.091
ORD0001216,CUST00282,PROD00011,2022-08-23,Completed,5,93.58,0.1,Standard,CarrierE,2022-08-27,2022-08-31,Late,1,0.1,45.05,84.222,421.10999999999996,42.111,376.05999999999995
ORD0001217,CUST00285,PROD00106,2024-09-02,Completed,7,200.11,0.17,Economy,CarrierB,2024-09-03,2024-09-07,Late,1,0.1,375.27,166.0913,1162.6390999999999,116.26391,787.3690999999999
ORD0001218,CUST00001,PROD00002,2023-03-22,Completed,6,207.59,0.24,Same Day,CarrierC,2023-03-28,2023-03-31,Late,1,0.1,1142.34,157.7684,946.6104,94.66104000000001,-195.7295999999999
ORD0001219,CUST00119,PROD00125,2024-05-19,Completed,4,192.91,0.07,Express,CarrierD,2024-05-24,2024-05-27,Late,1,0.2,197.8,179.4063,717.6252,143.52504,519.8252
ORD0001220,CUST00035,PROD00196,2024-06-25,Completed,3,213.06,0.02,Standard,CarrierE,2024-07-01,2024-07-04,Late,1,0.22,219.29999999999998,208.7988,626.3964,137.807208,407.0964
ORD0001221,CUST00198,PROD00145,2022-07-19,Completed,6,123.32,0.06,Express,CarrierE,2022-07-24,2022-07-28,Late,1,0.2,363.24,115.92079999999999,695.5247999999999,139.10495999999998,332.2847999999999
ORD0001222,CUST00485,PROD00094,2024-08-05,Completed,4,171.68,0.19,Same Day,CarrierA,2024-08-07,2024-08-10,Late,1,0.19,457.8,139.06080000000003,556.2432000000001,105.68620800000002,98.4432000000001
ORD0001223,CUST00245,PROD00168,2023-05-28,Completed,5,177.65,0.13,Economy,CarrierD,2023-06-01,2023-06-05,Late,1,0.2,206.85,154.5555,772.7774999999999,154.5555,565.9274999999999
ORD0001224,CUST00059,PROD00174,2023-06-10,Completed,6,153.21,0.18,Express,CarrierB,2023-06-15,2023-06-19,Late,1,0.1,295.02,125.63220000000001,753.7932000000001,75.37932,458.7732000000001
ORD0001225,CUST00325,PROD00093,2024-09-16,Completed,4,277.63,0.25,Economy,CarrierC,2024-09-20,2024-09-23,Late,1,0.19,613.4,208.2225,832.89,158.2491,219.49
ORD0001226,CUST00161,PROD00004,2022-08-01,Pending,6,257.03,0.13,Standard,CarrierE,2022-08-05,2022-08-08,Late,1,0.2,730.4399999999999,223.6161,1341.6966,268.33932,611.2566
ORD0001227,CUST00497,PROD00166,2023-01-13,Pending,6,228.86,0.02,Standard,CarrierB,2023-01-16,2023-01-17,Late,1,0.18,1007.28,224.2828,1345.6968000000002,242.22542400000003,338.4168000000002
ORD0001228,CUST00179,PROD00063,2024-02-28,Completed,5,191.91,0.22,Express,CarrierA,2024-02-29,2024-03-02,Late,1,0.25,833.0,149.6898,748.449,187.11225,-84.55100000000004
ORD0001229,CUST00206,PROD00029,2023-06-30,Completed,5,254.87,0.03,Economy,CarrierB,2023-07-04,2023-07-06,Late,1,0.0,602.6,247.2239,1236.1195,0.0,633.5195
ORD0001230,CUST00012,PROD00019,2023-05-01,Completed,3,188.43,0.1,Economy,CarrierA,2023-05-04,2023-05-08,Late,1,0.1,267.69,169.58700000000002,508.7610000000001,50.87610000000001,241.07100000000008
ORD0001231,CUST00490,PROD00091,2024-09-12,Completed,5,37.74,0.25,Same Day,CarrierC,2024-09-13,2024-09-14,Late,1,0.18,141.6,28.305,141.525,25.4745,-0.07499999999998863
ORD0001232,CUST00276,PROD00029,2022-12-27,Pending,5,254.87,0.09,Express,CarrierA,2022-12-31,2023-01-02,Late,1,0.2,602.6,231.9317,1159.6585,231.9317,557.0585
ORD0001233,CUST00181,PROD00163,2024-02-21,Cancelled,2,199.99,0.13,Economy,CarrierA,2024-02-26,2024-03-01,Late,1,0.0,257.08,173.9913,347.9826,0.0,90.9026
ORD0001234,CUST00242,PROD00116,2022-06-17,Completed,4,280.85,0.24,Same Day,CarrierA,2022-06-21,2022-06-25,Late,1,0.1,699.72,213.44600000000003,853.7840000000001,85.37840000000001,154.06400000000008
ORD0001235,CUST00216,PROD00070,2024-06-08,Completed,4,245.01,0.13,Economy,CarrierE,2024-06-09,2024-06-10,Late,1,0.18,789.76,213.15869999999998,852.6347999999999,153.47426399999998,62.87479999999994
ORD0001236,CUST00251,PROD00123,2024-07-19,Completed,5,167.74,0.24,Standard,CarrierD,2024-07-20,2024-07-20,On Time,0,0.2,335.05,127.48240000000001,637.412,127.48240000000001,302.362
ORD0001237,CUST00299,PROD00023,2023-11-13,Completed,4,80.55,0.08,Same Day,CarrierC,2023-11-15,2023-11-17,Late,1,0.22,247.88,74.106,296.424,65.21328,48.54399999999998
ORD0001238,CUST00126,PROD00046,2023-08-17,Completed,6,273.8,0.03,Express,CarrierA,2023-08-18,2023-08-18,On Time,0,0.2,805.14,265.586,1593.516,318.70320000000004,788.3760000000001
ORD0001239,CUST00482,PROD00172,2023-02-08,Completed,2,15.87,0.09,Economy,CarrierB,2023-02-12,2023-02-14,Late,1,0.0,16.46,14.441699999999999,28.883399999999998,0.0,12.423399999999997
ORD0001240,CUST00217,PROD00176,2024-04-07,Completed,11,90.25,0.22,Economy,CarrierE,2024-04-08,2024-04-12,Late,1,0.2,429.0,70.395,774.3449999999999,154.869,345.3449999999999
ORD0001241,CUST00306,PROD00180,2022-05-17,Completed,4,77.69,0.08,Express,CarrierD,2022-05-23,2022-05-26,Late,1,0.25,127.28,71.4748,285.8992,71.4748,158.6192
ORD0001242,CUST00285,PROD00008,2022-08-21,Completed,9,275.11,0.2,Economy,CarrierC,2022-08-27,2022-08-30,Late,1,0.1,1565.1000000000001,220.08800000000002,1980.7920000000001,198.07920000000001,415.692
ORD0001243,CUST00185,PROD00183,2022-04-25,Pending,3,281.52,0.08,Economy,CarrierE,2022-05-01,2022-05-02,Late,1,0.18,555.96,258.9984,776.9952000000001,139.859136,221.03520000000003
ORD0001244,CUST00039,PROD00066,2022-09-09,Completed,3,223.24,0.25,Same Day,CarrierE,2022-09-10,2022-09-13,Late,1,0.18,332.49,167.43,502.29,90.4122,169.8
ORD0001245,CUST00223,PROD00168,2023-05-08,Pending,6,177.65,0.06,Economy,CarrierC,2023-05-13,2023-05-16,Late,1,0.25,248.21999999999997,166.99099999999999,1001.9459999999999,250.48649999999998,753.7259999999999
ORD0001246,CUST00184,PROD00159,2022-10-16,Pending,4,192.67,0.01,Express,CarrierC,2022-10-18,2022-10-20,Late,1,0.18,205.36,190.74329999999998,762.9731999999999,137.335176,557.6131999999999
ORD0001247,CUST00495,PROD00176,2022-02-18,Completed,8,90.25,0.2,Standard,CarrierA,2022-02-19,2022-02-20,Late,1,0.22,312.0,72.2,577.6,127.072,265.6
ORD0001248,CUST00427,PROD00100,2023-03-28,Completed,3,43.42,0.12,Same Day,CarrierC,2023-04-01,2023-04-04,Late,1,0.0,78.12,38.2096,114.62880000000001,0.0,36.50880000000001
ORD0001249,CUST00178,PROD00061,2023-05-31,Completed,7,174.97,0.2,Express,CarrierD,2023-06-03,2023-06-05,Late,1,0.25,565.5300000000001,139.976,979.832,244.958,414.3019999999999
ORD0001250,CUST00407,PROD00112,2024-06-09,Completed,6,52.82,0.14,Standard,CarrierD,2024-06-12,2024-06-15,Late,1,0.1,218.64,45.4252,272.5512,27.25512,53.91120000000001
ORD0001251,CUST00428,PROD00052,2023-11-19,Completed,5,216.99,0.11,Express,CarrierC,2023-11-24,2023-11-26,Late,1,0.1,780.75,193.1211,965.6055000000001,96.56055000000002,184.85550000000012
ORD0001252,CUST00294,PROD00166,2022-09-29,Pending,4,228.86,0.13,Economy,CarrierD,2022-10-02,2022-10-06,Late,1,0.2,671.52,199.1082,796.4328,159.28656,124.91280000000006
ORD0001253,CUST00340,PROD00036,2023-03-07,Completed,2,272.4,0.17,Same Day,CarrierB,2023-03-12,2023-03-12,On Time,0,0.1,325.28,226.09199999999996,452.1839999999999,45.218399999999995,126.90399999999994
ORD0001254,CUST00151,PROD00112,2022-01-26,Completed,1,52.82,0.11,Express,CarrierD,2022-01-31,2022-01-31,On Time,0,0.25,36.44,47.0098,47.0098,11.75245,10.5698
ORD0001255,CUST00384,PROD00087,2022-03-11,Pending,7,219.78,0.18,Same Day,CarrierC,2022-03-14,2022-03-14,On Time,0,0.1,1030.89,180.2196,1261.5372000000002,126.15372000000002,230.6472000000001
ORD0001256,CUST00126,PROD00183,2022-10-20,Completed,5,281.52,0.04,Same Day,CarrierB,2022-10-21,2022-10-23,Late,1,0.2,926.5999999999999,270.25919999999996,1351.2959999999998,270.25919999999996,424.6959999999999
ORD0001257,CUST00301,PROD00085,2023-02-10,Completed,6,154.49,0.17,Economy,CarrierD,2023-02-14,2023-02-18,Late,1,0.25,393.84000000000003,128.2267,769.3602,192.34005,375.52019999999993
ORD0001258,CUST00308,PROD00013,2022-08-22,Completed,6,266.86,0.16,Express,CarrierE,2022-08-23,2022-08-27,Late,1,0.1,1003.98,224.1624,1344.9744,134.49744,340.99440000000004
ORD0001259,CUST00336,PROD00165,2022-08-19,Completed,2,164.12,0.22,Standard,CarrierE,2022-08-20,2022-08-22,Late,1,0.21,45.22,128.0136,256.0272,53.76571199999999,210.8072
ORD0001260,CUST00434,PROD00047,2022-09-20,Completed,7,132.87,0.08,Same Day,CarrierE,2022-09-25,2022-09-26,Late,1,0.25,460.46000000000004,122.24040000000001,855.6828,213.9207,395.2228
ORD0001261,CUST00234,PROD00090,2024-07-26,Completed,5,187.75,0.07,Economy,CarrierE,2024-07-30,2024-08-01,Late,1,0.1,485.4,174.6075,873.0374999999999,87.30375,387.63749999999993
ORD0001262,CUST00380,PROD00199,2024-03-08,Completed,4,291.86,0.17,Economy,CarrierA,2024-03-12,2024-03-14,Late,1,0.2,711.92,242.2438,968.9752,193.79504,257.0552
ORD0001263,CUST00375,PROD00022,2023-08-09,Completed,7,119.6,0.05,Standard,CarrierB,2023-08-14,2023-08-18,Late,1,0.25,225.40000000000003,113.61999999999999,795.3399999999999,198.83499999999998,569.9399999999998
ORD0001264,CUST00008,PROD00167,2022-05-01,Completed,5,211.92,0.23,Economy,CarrierE,2022-05-06,2022-05-06,On Time,0,0.25,337.75,163.17839999999998,815.8919999999999,203.97299999999998,478.14199999999994
ORD0001265,CUST00498,PROD00058,2023-04-08,Completed,6,149.14,0.18,Same Day,CarrierE,2023-04-10,2023-04-13,Late,1,0.1,259.32,122.2948,733.7687999999999,73.37688,474.44879999999995
ORD0001266,CUST00341,PROD00030,2023-06-02,Completed,5,110.58,0.18,Express,CarrierD,2023-06-06,2023-06-08,Late,1,0.22,70.3,90.6756,453.37800000000004,99.74316,383.07800000000003
ORD0001267,CUST00129,PROD00146,2022-01-24,Completed,6,106.49,0.23,Standard,CarrierC,2022-01-27,2022-01-30,Late,1,0.21,73.14,81.9973,491.9838,103.31659799999998,418.8438
ORD0001268,CUST00264,PROD00106,2023-12-07,Completed,3,200.11,0.14,Same Day,CarrierB,2023-12-12,2023-12-16,Late,1,0.1,160.82999999999998,172.0946,516.2838,51.62838000000001,355.45380000000006
ORD0001269,CUST00157,PROD00146,2023-11-11,Completed,6,106.49,0.24,Standard,CarrierC,2023-11-14,2023-11-16,Late,1,0.22,73.14,80.9324,485.5944,106.830768,412.4544
ORD0001270,CUST00352,PROD00074,2023-01-12,Completed,3,301.43,0.07,Same Day,CarrierD,2023-01-18,2023-01-19,Late,1,0.19,492.03,280.3299,840.9897000000001,159.78804300000002,348.9597000000001
ORD0001271,CUST00358,PROD00167,2023-05-15,Completed,6,211.92,0.09,Standard,CarrierD,2023-05-19,2023-05-20,Late,1,0.21,405.29999999999995,192.8472,1157.0832,242.987472,751.7832000000001
ORD0001272,CUST00005,PROD00094,2024-06-29,Pending,3,171.68,0.2,Standard,CarrierD,2024-06-30,2024-07-01,Late,1,0.1,343.35,137.34400000000002,412.03200000000004,41.20320000000001,68.68200000000002
ORD0001273,CUST00495,PROD00154,2023-03-13,Completed,4,129.07,0.15,Economy,CarrierC,2023-03-17,2023-03-19,Late,1,0.22,401.76,109.70949999999999,438.83799999999997,96.54436,37.077999999999975
ORD0001274,CUST00086,PROD00071,2024-05-02,Completed,3,277.95,0.14,Economy,CarrierC,2024-05-03,2024-05-05,Late,1,0.21,466.77,239.03699999999998,717.1109999999999,150.59330999999997,250.3409999999999
ORD0001275,CUST00175,PROD00007,2023-12-23,Completed,3,36.04,0.12,Same Day,CarrierB,2023-12-29,2024-01-02,Late,1,0.25,48.989999999999995,31.7152,95.1456,23.7864,46.15560000000001
ORD0001276,CUST00290,PROD00197,2023-10-07,Cancelled,5,276.03,0.15,Standard,CarrierE,2023-10-10,2023-10-11,Late,1,0.0,732.8,234.62549999999996,1173.1274999999998,0.0,440.3274999999999
ORD0001277,CUST00193,PROD00065,2024-05-06,Completed,3,192.0,0.12,Economy,CarrierB,2024-05-09,2024-05-12,Late,1,0.2,179.34,168.96,506.88,101.376,327.53999999999996
ORD0001278,CUST00311,PROD00046,2024-03-14,Completed,7,273.8,0.21,Economy,CarrierE,2024-03-17,2024-03-18,Late,1,0.2,939.3299999999999,216.30200000000002,1514.114,302.82280000000003,574.7840000000001
ORD0001279,CUST00119,PROD00018,2024-08-27,Completed,9,220.57,0.12,Same Day,CarrierD,2024-09-01,2024-09-04,Late,1,0.2,965.97,194.1016,1746.9144,349.38288,780.9443999999999
ORD0001280,CUST00218,PROD00141,2023-05-14,Completed,6,268.96,0.04,Same Day,CarrierD,2023-05-17,2023-05-21,Late,1,0.25,1156.08,258.2016,1549.2096,387.3024,393.1296
ORD0001281,CUST00427,PROD00153,2022-06-23,Completed,5,133.76,0.06,Economy,CarrierA,2022-06-24,2022-06-28,Late,1,0.0,166.25,125.73439999999998,628.6719999999999,0.0,462.4219999999999
ORD0001282,CUST00458,PROD00008,2023-10-25,Cancelled,1,275.11,0.23,Same Day,CarrierD,2023-10-27,2023-10-30,Late,1,0.22,173.9,211.83470000000003,211.83470000000003,46.60363400000001,37.93470000000002
ORD0001283,CUST00414,PROD00074,2023-08-23,Completed,5,301.43,0.17,Same Day,CarrierB,2023-08-28,2023-08-28,On Time,0,0.1,820.05,250.18689999999998,1250.9344999999998,125.09344999999999,430.8844999999999
ORD0001284,CUST00114,PROD00160,2024-03-23,Completed,6,235.44,0.04,Economy,CarrierA,2024-03-26,2024-03-29,Late,1,0.19,882.0,226.02239999999998,1356.1344,257.665536,474.1343999999999
ORD0001285,CUST00466,PROD00145,2023-05-24,Completed,8,123.32,0.12,Economy,CarrierB,2023-05-30,2023-05-31,Late,1,0.19,484.32,108.52159999999999,868.1727999999999,164.952832,383.85279999999995
ORD0001286,CUST00145,PROD00102,2024-02-17,Completed,11,211.15,0.16,Express,CarrierE,2024-02-19,2024-02-22,Late,1,0.25,1420.1,177.36599999999999,1951.0259999999998,487.75649999999996,530.9259999999999
ORD0001287,CUST00026,PROD00079,2022-11-06,Completed,7,181.69,0.13,Economy,CarrierB,2022-11-09,2022-11-09,On Time,0,0.1,524.3000000000001,158.0703,1106.4921,110.64921,582.1920999999999
ORD0001288,CUST00136,PROD00079,2022-03-11,Completed,4,181.69,0.25,Economy,CarrierA,2022-03-14,2022-03-16,Late,1,0.1,299.6,136.26749999999998,545.0699999999999,54.507,245.4699999999999
ORD0001289,CUST00303,PROD00121,2022-07-24,Completed,7,247.09,0.13,Same Day,CarrierC,2022-07-26,2022-07-26,On Time,0,0.21,1137.1499999999999,214.9683,1504.7781,316.003401,367.62810000000013
