PO_ID,Supplier_ID,Raw_Material_ID,Order_Date,Order_Quantity,Unit_Cost,Delivery_Date_Planned,Delivery_Date_Actual,Total_Cost
PO000485,SUP00079,PROD00196,2022-08-27,9,33.672971062004706,2022-09-07,2022-09-09,303.05673955804235
PO000486,SUP00007,PROD00024,2022-10-29,10,41.17068231688143,2022-11-11,2022-11-14,411.7068231688143
PO000487,SUP00084,PROD00174,2021-06-26,3,55.52419107717295,2021-07-20,2021-07-17,166.57257323151885
PO000488,SUP00046,PROD00083,2021-10-05,18,5.024443268431796,2021-10-23,2021-10-27,90.43997883177232
PO000489,SUP00043,PROD00185,2022-11-25,18,66.53706594882169,2022-12-07,2022-12-10,1197.6671870787904
PO000490,SUP00049,PROD00179,2022-02-10,9,50.66411697331264,2022-03-06,2022-03-12,455.9770527598137
PO000491,SUP00017,PROD00069,2021-01-09,12,8.636872500325271,2021-02-01,2021-02-02,103.64247000390326
PO000492,SUP00004,PROD00141,2021-03-11,9,56.45934368688249,2021-04-02,2021-04-03,508.13409318194243
PO000493,SUP00061,PROD00052,2022-02-01,14,59.13340789416119,2022-02-25,2022-02-24,827.8677105182567
PO000494,SUP00023,PROD00014,2022-07-02,11,68.32211125940121,2022-07-22,2022-07-19,751.5432238534133
PO000495,SUP00059,PROD00111,2022-02-10,12,61.01059862128756,2022-02-24,2022-02-24,732.1271834554508
PO000496,SUP00044,PROD00196,2021-09-19,15,33.28179347436378,2021-10-11,2021-10-09,499.2269021154567
PO000497,SUP00044,PROD00068,2022-04-15,10,72.41676876140106,2022-05-08,2022-05-13,724.1676876140106
PO000498,SUP00060,PROD00195,2022-12-18,12,35.83189753639738,2023-01-02,2023-01-05,429.98277043676853
PO000499,SUP00093,PROD00038,2024-01-17,16,53.65762313103924,2024-02-09,2024-02-08,858.5219700966278
PO000500,SUP00063,PROD00067,2023-12-05,8,75.05184961890843,2023-12-26,2023-12-31,600.4147969512675
PO000501,SUP00026,PROD00191,2024-01-09,14,76.8248314710277,2024-01-21,2024-01-22,1075.5476405943878
PO000502,SUP00092,PROD00167,2021-08-14,4,18.675441137430802,2021-09-03,2021-09-05,74.70176454972321
PO000503,SUP00086,PROD00126,2023-06-23,11,72.01484374668689,2023-07-15,2023-07-14,792.1632812135558
PO000504,SUP00037,PROD00180,2024-02-28,16,18.596960479614374,2024-03-19,2024-03-24,297.55136767383
PO000505,SUP00018,PROD00025,2023-06-23,8,56.784179482850824,2023-07-09,2023-07-11,454.2734358628066
PO000506,SUP00018,PROD00173,2021-08-16,11,26.31780170253988,2021-08-27,2021-08-30,289.4958187279387
PO000507,SUP00063,PROD00135,2021-03-16,11,54.54784156310137,2021-03-31,2021-03-29,600.026257194115
PO000508,SUP00017,PROD00104,2024-03-23,15,54.883859994490365,2024-04-08,2024-04-12,823.2578999173554
PO000509,SUP00069,PROD00046,2022-04-05,11,16.198135647816557,2022-04-19,2022-04-17,178.1794921259821
PO000510,SUP00017,PROD00025,2021-04-20,7,61.51340468882699,2021-05-06,2021-05-10,430.5938328217889
PO000511,SUP00082,PROD00156,2021-01-16,10,20.81561730605521,2021-01-29,2021-01-27,208.15617306055208
PO000512,SUP00064,PROD00172,2022-09-25,13,26.000503856039185,2022-10-09,2022-10-13,338.0065501285094
PO000513,SUP00023,PROD00005,2021-03-13,13,39.443253178328455,2021-04-02,2021-04-02,512.76229131827
PO000514,SUP00021,PROD00102,2023-02-24,11,32.18582123611314,2023-03-10,2023-03-07,354.04403359724455
PO000515,SUP00042,PROD00059,2024-03-21,14,49.896043804473365,2024-04-02,2024-04-05,698.5446132626271
PO000516,SUP00012,PROD00045,2021-04-23,15,55.45847391989694,2021-05-11,2021-05-14,831.8771087984541
PO000517,SUP00095,PROD00069,2021-02-18,23,69.95622348073246,2021-03-13,2021-03-18,1608.9931400568466
PO000518,SUP00020,PROD00161,2022-05-25,16,37.304560794334,2022-06-06,2022-06-04,596.872972709344
PO000519,SUP00005,PROD00162,2022-10-19,6,66.89296970155843,2022-11-12,2022-11-16,401.35781820935057
PO000520,SUP00055,PROD00037,2023-02-21,13,14.788230554402501,2023-03-11,2023-03-15,192.2469972072325
PO000521,SUP00077,PROD00079,2022-12-29,12,75.13315170529694,2023-01-22,2023-01-23,901.5978204635633
PO000522,SUP00077,PROD00060,2022-08-07,10,27.05729599024977,2022-08-26,2022-08-28,270.5729599024977
PO000523,SUP00034,PROD00084,2021-01-27,8,31.48583723708706,2021-02-14,2021-02-12,251.8866978966965
PO000524,SUP00003,PROD00183,2022-08-12,17,44.67400502969142,2022-09-01,2022-09-05,759.4580855047542
PO000525,SUP00099,PROD00177,2023-07-04,8,11.555228551425044,2023-07-14,2023-07-13,92.44182841140035
PO000526,SUP00088,PROD00111,2023-06-16,14,50.45316069311203,2023-07-08,2023-07-13,706.3442497035685
PO000527,SUP00077,PROD00029,2021-02-03,8,14.205191787680713,2021-02-21,2021-02-25,113.6415343014457
PO000528,SUP00042,PROD00056,2021-08-29,7,40.49000056204961,2021-09-10,2021-09-09,283.43000393434727
PO000529,SUP00052,PROD00081,2021-10-13,8,47.20980852103494,2021-11-04,2021-11-07,377.6784681682795
PO000530,SUP00025,PROD00068,2022-06-11,10,46.92545055294531,2022-06-27,2022-06-25,469.25450552945307
PO000531,SUP00025,PROD00027,2021-11-30,11,49.95368323809567,2021-12-17,2021-12-22,549.4905156190524
PO000532,SUP00060,PROD00023,2022-04-15,5,76.50965914084526,2022-04-26,2022-04-23,382.5482957042263
PO000533,SUP00053,PROD00137,2021-02-03,10,48.7104463357867,2021-02-23,2021-02-21,487.10446335786696
PO000534,SUP00096,PROD00083,2023-09-14,10,54.95666573672407,2023-09-27,2023-09-26,549.5666573672407
PO000535,SUP00095,PROD00137,2023-12-16,15,70.96569224376167,2024-01-02,2024-01-02,1064.485383656425
PO000536,SUP00023,PROD00174,2023-05-09,10,23.849074283696574,2023-05-21,2023-05-27,238.49074283696575
PO000537,SUP00023,PROD00041,2022-02-05,8,79.95648467432359,2022-02-15,2022-02-12,639.6518773945887
PO000538,SUP00064,PROD00132,2023-05-02,12,12.382366103494316,2023-05-17,2023-05-20,148.58839324193178
PO000539,SUP00083,PROD00113,2021-11-27,8,30.990970531844457,2021-12-12,2021-12-10,247.92776425475566
PO000540,SUP00005,PROD00151,2021-06-30,6,16.771079136670863,2021-07-11,2021-07-10,100.62647482002518
PO000541,SUP00024,PROD00193,2021-07-18,11,57.959275349880826,2021-08-01,2021-08-01,637.5520288486891
PO000542,SUP00005,PROD00178,2024-02-13,8,74.68936301894024,2024-02-28,2024-02-27,597.5149041515219
PO000543,SUP00032,PROD00116,2021-10-24,14,22.318775494970147,2021-11-13,2021-11-13,312.4628569295821
PO000544,SUP00019,PROD00114,2023-04-12,8,25.554403465401553,2023-05-06,2023-05-04,204.43522772321242
PO000545,SUP00082,PROD00128,2021-09-30,5,11.959386918980341,2021-10-19,2021-10-19,59.79693459490171
PO000546,SUP00003,PROD00128,2021-05-15,12,30.991689008411722,2021-05-29,2021-06-04,371.90026810094065
PO000547,SUP00055,PROD00047,2021-05-10,11,17.740907162855876,2021-05-22,2021-05-26,195.14997879141464
PO000548,SUP00059,PROD00113,2023-05-19,19,27.868535870263873,2023-06-09,2023-06-07,529.5021815350136
PO000549,SUP00067,PROD00026,2023-04-22,6,50.71271049273121,2023-05-14,2023-05-13,304.27626295638726
PO000550,SUP00094,PROD00097,2021-01-19,13,32.97641944776739,2021-01-30,2021-01-30,428.69345282097606
PO000551,SUP00020,PROD00177,2022-02-04,11,10.057012495192414,2022-02-24,2022-02-25,110.62713744711655
PO000552,SUP00083,PROD00016,2021-11-02,4,16.63346305948975,2021-11-19,2021-11-17,66.533852237959
PO000553,SUP00090,PROD00076,2023-06-21,6,39.521925721653936,2023-07-05,2023-07-03,237.13155432992363
PO000554,SUP00067,PROD00179,2022-07-11,8,51.798144478342266,2022-07-25,2022-07-26,414.3851558267381
PO000555,SUP00041,PROD00139,2023-10-30,8,12.112196086299958,2023-11-13,2023-11-19,96.89756869039967
PO000556,SUP00075,PROD00021,2021-12-29,10,59.882204769670395,2022-01-16,2022-01-16,598.822047696704
PO000557,SUP00034,PROD00181,2022-02-07,11,30.577884722266116,2022-02-17,2022-02-17,336.3567319449273
PO000558,SUP00022,PROD00054,2021-11-14,8,27.112482216577913,2021-12-08,2021-12-08,216.8998577326233
PO000559,SUP00058,PROD00195,2021-01-30,13,44.78559535235657,2021-02-20,2021-02-22,582.2127395806355
PO000560,SUP00080,PROD00169,2022-04-05,19,9.508497804219505,2022-04-27,2022-04-27,180.6614582801706
PO000561,SUP00068,PROD00056,2022-12-25,10,47.86927515798028,2023-01-06,2023-01-03,478.6927515798028
PO000562,SUP00085,PROD00031,2021-02-12,9,29.829906984975015,2021-03-04,2021-03-04,268.4691628647751
PO000563,SUP00084,PROD00141,2021-07-09,14,55.18900041215153,2021-07-26,2021-08-01,772.6460057701214
PO000564,SUP00018,PROD00105,2022-10-21,8,16.933847745636818,2022-11-03,2022-11-05,135.47078196509455
PO000565,SUP00054,PROD00077,2023-07-01,13,45.502324026506,2023-07-11,2023-07-08,591.530212344578
PO000566,SUP00008,PROD00068,2021-01-16,10,27.684592653332608,2021-02-08,2021-02-05,276.84592653332606
PO000567,SUP00049,PROD00140,2021-04-13,15,77.61230824539454,2021-04-28,2021-04-26,1164.184623680918
PO000568,SUP00084,PROD00136,2021-04-29,16,33.03486163756402,2021-05-22,2021-05-21,528.5577862010243
PO000569,SUP00086,PROD00073,2022-12-13,8,66.59740432222387,2023-01-06,2023-01-05,532.7792345777909
PO000570,SUP00094,PROD00127,2023-12-10,12,10.186341348098727,2023-12-20,2023-12-25,122.23609617718472
PO000571,SUP00094,PROD00058,2021-02-14,7,9.068755811933512,2021-03-04,2021-03-08,63.48129068353458
PO000572,SUP00080,PROD00009,2023-03-24,16,64.00649439555528,2023-04-08,2023-04-09,1024.1039103288845
PO000573,SUP00004,PROD00013,2023-09-23,12,76.86606315678553,2023-10-14,2023-10-18,922.3927578814264
PO000574,SUP00092,PROD00089,2023-09-10,11,33.34457529495895,2023-10-01,2023-10-04,366.79032824454845
PO000575,SUP00036,PROD00159,2023-09-30,13,74.10366615432844,2023-10-17,2023-10-23,963.3476600062697
PO000576,SUP00005,PROD00171,2022-03-12,8,21.432313406955277,2022-03-29,2022-03-31,171.45850725564222
PO000577,SUP00042,PROD00109,2021-10-23,15,76.95043830398347,2021-11-04,2021-11-10,1154.2565745597522
PO000578,SUP00088,PROD00189,2022-07-09,12,55.25284668394219,2022-07-21,2022-07-27,663.0341602073063
PO000579,SUP00014,PROD00054,2021-12-31,11,72.89793243163338,2022-01-24,2022-01-26,801.8772567479672
PO000580,SUP00038,PROD00050,2023-06-10,15,68.2483219226168,2023-06-30,2023-06-30,1023.7248288392519
PO000581,SUP00046,PROD00021,2023-03-02,10,12.426858633641066,2023-03-22,2023-03-20,124.26858633641066
PO000582,SUP00096,PROD00199,2021-09-21,11,13.029709030700449,2021-10-10,2021-10-08,143.32679933770493
PO000583,SUP00040,PROD00002,2022-03-23,11,36.818308194581604,2022-04-16,2022-04-20,405.00139014039763
PO000584,SUP00043,PROD00003,2022-07-01,11,7.855874218330297,2022-07-16,2022-07-19,86.41461640163327
PO000585,SUP00039,PROD00151,2021-03-20,12,37.755997190417766,2021-04-05,2021-04-08,453.0719662850132
PO000586,SUP00063,PROD00065,2024-02-25,12,31.11596587194656,2024-03-18,2024-03-17,373.39159046335874
PO000587,SUP00036,PROD00126,2022-01-15,8,13.863059640127945,2022-02-02,2022-01-30,110.90447712102356
PO000588,SUP00055,PROD00108,2023-11-04,12,66.712904690514,2023-11-15,2023-11-16,800.5548562861679
PO000589,SUP00031,PROD00108,2023-12-14,18,60.269750339739254,2024-01-07,2024-01-13,1084.8555061153065
PO000590,SUP00029,PROD00067,2024-01-24,9,55.838172931036034,2024-02-13,2024-02-18,502.5435563793243
PO000591,SUP00045,PROD00101,2022-07-20,13,27.68227755072607,2022-08-01,2022-08-07,359.86960815943894
PO000592,SUP00037,PROD00148,2022-03-02,9,52.08879494325609,2022-03-15,2022-03-21,468.7991544893048
PO000593,SUP00083,PROD00142,2021-08-04,11,13.991041148686918,2021-08-21,2021-08-20,153.9014526355561
PO000594,SUP00023,PROD00177,2023-06-07,12,68.12544173682181,2023-06-20,2023-06-17,817.5053008418618
PO000595,SUP00048,PROD00018,2023-11-22,18,16.59029833672675,2023-12-08,2023-12-06,298.6253700610815
PO000596,SUP00085,PROD00070,2021-06-08,14,37.701849422150005,2021-06-25,2021-06-28,527.8258919101
PO000597,SUP00047,PROD00056,2023-02-17,7,18.61780321022774,2023-03-01,2023-03-01,130.32462247159418
PO000598,SUP00005,PROD00055,2023-10-03,12,68.03473001494582,2023-10-22,2023-10-22,816.4167601793499
PO000599,SUP00068,PROD00049,2024-02-12,6,45.930931092778884,2024-02-23,2024-02-28,275.5855865566733
PO000600,SUP00042,PROD00123,2022-02-27,8,70.5179499768777,2022-03-11,2022-03-16,564.1435998150216
PO000601,SUP00077,PROD00088,2023-06-07,11,10.424353281561428,2023-06-26,2023-07-01,114.66788609717571
PO000602,SUP00045,PROD00070,2021-06-17,14,14.196997479849369,2021-07-06,2021-07-07,198.75796471789116
PO000603,SUP00072,PROD00071,2023-01-12,9,9.013312054946063,2023-02-04,2023-02-01,81.11980849451456
PO000604,SUP00073,PROD00161,2021-06-26,12,25.611510105026202,2021-07-17,2021-07-14,307.33812126031444
PO000605,SUP00092,PROD00122,2022-03-18,12,66.77194898955095,2022-03-30,2022-04-03,801.2633878746115
PO000606,SUP00024,PROD00107,2022-09-11,12,43.29032171399416,2022-09-25,2022-09-29,519.4838605679299
PO000607,SUP00052,PROD00013,2021-11-02,11,12.781728718271125,2021-11-14,2021-11-18,140.59901590098238
PO000608,SUP00017,PROD00136,2023-11-08,11,78.34367604346045,2023-11-21,2023-11-22,861.780436478065
PO000609,SUP00074,PROD00139,2024-03-19,9,18.92928628425831,2024-04-10,2024-04-10,170.36357655832478
PO000610,SUP00085,PROD00193,2023-02-24,5,21.39735702778265,2023-03-15,2023-03-18,106.98678513891325
PO000611,SUP00021,PROD00075,2023-10-13,7,54.100345438448805,2023-11-03,2023-11-02,378.70241806914163
PO000612,SUP00054,PROD00137,2023-07-16,9,44.098139609661324,2023-07-26,2023-07-27,396.8832564869519
PO000613,SUP00008,PROD00089,2023-07-01,12,5.131244525421726,2023-07-11,2023-07-13,61.574934305060715
PO000614,SUP00003,PROD00129,2023-08-04,8,78.36826846794317,2023-08-20,2023-08-21,626.9461477435453
PO000615,SUP00012,PROD00066,2023-10-13,11,9.411002599907565,2023-10-27,2023-10-28,103.52102859898322
PO000616,SUP00080,PROD00071,2022-07-14,10,76.66904298039304,2022-07-30,2022-08-02,766.6904298039304
PO000617,SUP00013,PROD00117,2021-08-31,11,26.826157292881962,2021-09-19,2021-09-20,295.0877302217016
PO000618,SUP00031,PROD00020,2021-02-01,9,52.65273946224806,2021-02-21,2021-02-25,473.8746551602325
PO000619,SUP00088,PROD00018,2022-05-31,11,3.4939928257038706,2022-06-19,2022-06-21,38.43392108274258
PO000620,SUP00087,PROD00089,2021-06-20,14,52.641836511714274,2021-07-12,2021-07-18,736.9857111639999
PO000621,SUP00089,PROD00192,2024-03-19,13,78.97585339474243,2024-03-30,2024-03-29,1026.6860941316515
PO000622,SUP00055,PROD00022,2024-02-28,8,76.67652009965595,2024-03-23,2024-03-26,613.4121607972476
PO000623,SUP00057,PROD00026,2024-04-08,11,21.49003042380235,2024-04-26,2024-04-28,236.39033466182585
PO000624,SUP00001,PROD00198,2021-04-19,8,23.831496713734797,2021-04-29,2021-04-30,190.65197370987838
PO000625,SUP00070,PROD00118,2023-03-04,12,8.076175291732552,2023-03-23,2023-03-23,96.91410350079062
PO000626,SUP00041,PROD00148,2021-06-18,11,62.105210859092594,2021-07-06,2021-07-04,683.1573194500186
PO000627,SUP00075,PROD00066,2024-01-09,10,41.66354711722109,2024-01-26,2024-01-26,416.63547117221094
PO000628,SUP00052,PROD00138,2021-06-11,16,43.0418523998698,2021-07-01,2021-06-28,688.6696383979169
PO000629,SUP00013,PROD00065,2021-05-24,16,28.62685504382871,2021-06-16,2021-06-17,458.02968070125934
PO000630,SUP00014,PROD00083,2022-03-27,10,57.08501668953999,2022-04-18,2022-04-21,570.8501668953999
PO000631,SUP00016,PROD00013,2022-04-18,11,23.87615853924815,2022-04-28,2022-05-02,262.63774393172963
PO000632,SUP00091,PROD00192,2024-03-06,7,10.04277976763674,2024-03-22,2024-03-25,70.29945837345717
PO000633,SUP00076,PROD00200,2022-02-10,8,69.43032855847011,2022-02-28,2022-03-06,555.4426284677609
PO000634,SUP00041,PROD00097,2024-03-04,13,53.60939006482781,2024-03-22,2024-03-27,696.9220708427615
PO000635,SUP00021,PROD00013,2022-11-17,11,32.8481788884997,2022-12-10,2022-12-12,361.3299677734967
PO000636,SUP00092,PROD00067,2023-07-15,7,57.98053161039006,2023-08-01,2023-08-04,405.8637212727304
PO000637,SUP00100,PROD00003,2021-01-18,6,63.81014381908677,2021-01-29,2021-01-28,382.8608629145206
PO000638,SUP00075,PROD00104,2022-06-17,5,56.84072395055938,2022-07-02,2022-07-08,284.2036197527969
PO000639,SUP00095,PROD00199,2023-07-12,13,60.069912302026246,2023-07-25,2023-07-29,780.9088599263412
PO000640,SUP00003,PROD00005,2023-02-25,10,71.56511391014863,2023-03-12,2023-03-18,715.6511391014863
PO000641,SUP00092,PROD00054,2023-02-09,15,57.47637467455805,2023-03-05,2023-03-02,862.1456201183707
PO000642,SUP00096,PROD00170,2021-11-09,12,45.77755492358652,2021-11-19,2021-11-20,549.3306590830382
PO000643,SUP00029,PROD00027,2022-02-03,10,24.787986948042683,2022-02-19,2022-02-25,247.87986948042683
PO000644,SUP00063,PROD00071,2022-01-15,6,64.94423872059511,2022-02-02,2022-02-02,389.66543232357066
PO000645,SUP00037,PROD00027,2021-01-04,10,44.18056270357948,2021-01-26,2021-01-31,441.8056270357948
PO000646,SUP00055,PROD00126,2023-06-30,10,75.24539795202246,2023-07-12,2023-07-17,752.4539795202246
PO000647,SUP00100,PROD00020,2024-01-06,10,69.12560726284069,2024-01-21,2024-01-22,691.2560726284069
PO000648,SUP00064,PROD00009,2022-08-06,9,23.727954382872824,2022-08-18,2022-08-20,213.55158944585543
PO000649,SUP00085,PROD00191,2021-02-23,15,64.97993879946918,2021-03-09,2021-03-15,974.6990819920377
PO000650,SUP00041,PROD00060,2021-02-20,6,45.233207855426336,2021-03-06,2021-03-06,271.399247132558
PO000651,SUP00046,PROD00013,2022-03-25,9,51.2944932416173,2022-04-12,2022-04-09,461.65043917455574
PO000652,SUP00058,PROD00006,2023-02-14,10,19.994809969933033,2023-03-09,2023-03-13,199.94809969933033
PO000653,SUP00096,PROD00131,2024-03-21,4,35.390010959707936,2024-04-13,2024-04-11,141.56004383883175
PO000654,SUP00029,PROD00084,2022-02-21,14,23.29890616871349,2022-03-13,2022-03-17,326.18468636198884
PO000655,SUP00007,PROD00014,2024-01-27,11,3.545857253215522,2024-02-17,2024-02-16,39.004429785370746
PO000656,SUP00012,PROD00133,2023-12-31,13,74.78165905255659,2024-01-22,2024-01-25,972.1615676832357
PO000657,SUP00062,PROD00006,2024-01-12,12,36.775118988210025,2024-01-26,2024-01-23,441.3014278585203
PO000658,SUP00041,PROD00183,2022-11-14,10,14.742036885854311,2022-11-30,2022-11-28,147.4203688585431
PO000659,SUP00011,PROD00136,2024-04-03,17,32.23698696061337,2024-04-27,2024-04-24,548.0287783304274
PO000660,SUP00061,PROD00125,2023-04-20,15,40.21844979193065,2023-05-07,2023-05-12,603.2767468789598
PO000661,SUP00001,PROD00188,2022-02-05,12,43.18531528517602,2022-03-01,2022-03-06,518.2237834221122
PO000662,SUP00071,PROD00049,2021-02-25,15,18.653394606895667,2021-03-12,2021-03-13,279.800919103435
PO000663,SUP00085,PROD00018,2022-08-02,12,47.769589858361236,2022-08-15,2022-08-13,573.2350783003349
PO000664,SUP00031,PROD00189,2023-02-18,11,56.54557313142315,2023-03-05,2023-03-09,622.0013044456546
PO000665,SUP00009,PROD00011,2023-12-23,10,45.88324269129728,2024-01-02,2023-12-30,458.83242691297283
PO000666,SUP00082,PROD00060,2022-04-29,6,10.778791460245035,2022-05-12,2022-05-18,64.67274876147022
PO000667,SUP00087,PROD00117,2023-09-08,11,74.90939471854486,2023-09-21,2023-09-22,824.0033419039935
PO000668,SUP00071,PROD00105,2022-02-10,5,59.10415270468152,2022-03-01,2022-03-02,295.5207635234076
PO000669,SUP00071,PROD00072,2021-04-02,9,20.625378676002725,2021-04-25,2021-04-27,185.62840808402453
PO000670,SUP00099,PROD00184,2022-04-02,13,50.09723301450538,2022-04-23,2022-04-21,651.2640291885699
PO000671,SUP00073,PROD00143,2021-02-26,15,71.13803020575924,2021-03-18,2021-03-15,1067.0704530863886
PO000672,SUP00045,PROD00006,2023-09-30,13,77.78992814659125,2023-10-22,2023-10-25,1011.2690659056863
PO000673,SUP00070,PROD00034,2022-04-14,6,48.77737542057231,2022-05-07,2022-05-06,292.6642525234339
PO000674,SUP00040,PROD00124,2021-07-27,8,62.19940499784315,2021-08-10,2021-08-11,497.5952399827452
PO000675,SUP00034,PROD00152,2023-12-30,9,7.648409395971531,2024-01-23,2024-01-29,68.83568456374378
PO000676,SUP00064,PROD00048,2021-05-16,8,72.53294521795564,2021-06-09,2021-06-13,580.2635617436451
PO000677,SUP00062,PROD00087,2021-04-09,8,47.8503909296956,2021-04-19,2021-04-25,382.8031274375648
PO000678,SUP00024,PROD00115,2022-05-14,11,13.482700810274363,2022-05-24,2022-05-27,148.309708913018
PO000679,SUP00083,PROD00032,2021-02-27,8,22.040235665523173,2021-03-21,2021-03-18,176.3218853241854
PO000680,SUP00010,PROD00200,2022-02-16,12,29.6939689140471,2022-03-01,2022-03-06,356.3276269685652
PO000681,SUP00020,PROD00004,2021-05-16,11,27.772823586089764,2021-06-03,2021-06-09,305.5010594469874
PO000682,SUP00055,PROD00100,2021-09-28,11,62.85461856883392,2021-10-22,2021-10-28,691.4008042571731
PO000683,SUP00087,PROD00074,2022-12-01,11,35.779826263020375,2022-12-15,2022-12-21,393.5780888932241
PO000684,SUP00004,PROD00152,2022-10-31,12,44.741437635801326,2022-11-14,2022-11-17,536.8972516296159
PO000685,SUP00013,PROD00093,2024-04-09,9,20.638157082348474,2024-04-21,2024-04-27,185.74341374113627
PO000686,SUP00091,PROD00017,2024-01-13,10,22.445654546326384,2024-01-30,2024-02-05,224.45654546326384
PO000687,SUP00050,PROD00098,2022-06-08,11,19.171068145203385,2022-07-02,2022-07-03,210.88174959723725
PO000688,SUP00099,PROD00063,2023-10-03,8,31.595080613800345,2023-10-22,2023-10-21,252.76064491040276
PO000689,SUP00031,PROD00054,2023-08-09,9,63.62430883301175,2023-08-30,2023-09-02,572.6187794971058
PO000690,SUP00028,PROD00132,2024-03-09,11,51.114958986810144,2024-04-02,2024-04-01,562.2645488549116
PO000691,SUP00077,PROD00184,2024-02-15,12,17.66839403170603,2024-03-01,2024-03-06,212.02072838047235
PO000692,SUP00078,PROD00103,2022-03-28,11,71.87486108046804,2022-04-16,2022-04-13,790.6234718851484
PO000693,SUP00099,PROD00109,2021-04-24,12,55.69380808560536,2021-05-07,2021-05-07,668.3256970272644
PO000694,SUP00014,PROD00118,2021-06-23,7,78.01892174611855,2021-07-16,2021-07-17,546.1324522228299
PO000695,SUP00021,PROD00047,2021-05-19,9,41.474784112719135,2021-06-10,2021-06-14,373.2730570144722
PO000696,SUP00046,PROD00164,2023-11-25,12,64.49190846277236,2023-12-12,2023-12-16,773.9029015532683
PO000697,SUP00010,PROD00113,2023-12-29,13,68.51533163325846,2024-01-20,2024-01-17,890.69931123236
PO000698,SUP00073,PROD00134,2023-08-08,7,30.73688087367163,2023-08-29,2023-08-30,215.15816611570142
PO000699,SUP00075,PROD00198,2021-11-23,8,26.933945571837523,2021-12-12,2021-12-12,215.47156457470018
PO000700,SUP00012,PROD00071,2022-10-22,13,59.47516498069976,2022-11-10,2022-11-15,773.1771447490969
PO000701,SUP00098,PROD00097,2021-05-31,17,17.431436629510735,2021-06-18,2021-06-23,296.3344227016825
PO000702,SUP00025,PROD00129,2022-09-18,18,17.77290924294818,2022-10-11,2022-10-10,319.91236637306724
PO000703,SUP00088,PROD00161,2022-09-19,13,60.360526088517936,2022-09-30,2022-10-02,784.6868391507331
PO000704,SUP00085,PROD00180,2023-08-11,7,74.1341141406013,2023-08-28,2023-08-28,518.9387989842091
PO000705,SUP00075,PROD00042,2022-05-17,12,49.26988918352243,2022-06-05,2022-06-06,591.2386702022692
PO000706,SUP00050,PROD00091,2021-06-03,14,73.14707649918897,2021-06-18,2021-06-23,1024.0590709886455
PO000707,SUP00095,PROD00048,2021-01-16,11,43.037964812132316,2021-02-05,2021-02-06,473.4176129334555
PO000708,SUP00023,PROD00058,2023-07-17,5,57.9220821285477,2023-08-09,2023-08-06,289.6104106427385
PO000709,SUP00083,PROD00138,2021-11-09,10,18.180515953544187,2021-11-19,2021-11-22,181.80515953544187
PO000710,SUP00100,PROD00161,2023-08-25,10,33.28737524554864,2023-09-06,2023-09-11,332.8737524554864
PO000711,SUP00061,PROD00119,2023-07-29,11,7.202129462046323,2023-08-12,2023-08-15,79.22342408250955
PO000712,SUP00083,PROD00126,2022-03-20,12,57.72198266754873,2022-04-09,2022-04-09,692.6637920105848
PO000713,SUP00007,PROD00166,2022-01-02,10,45.791030946624815,2022-01-20,2022-01-23,457.9103094662481
PO000714,SUP00049,PROD00114,2023-09-11,15,10.720168964145689,2023-10-02,2023-10-05,160.80253446218532
PO000715,SUP00045,PROD00187,2021-12-08,11,51.163490195163114,2021-12-18,2021-12-23,562.7983921467943
PO000716,SUP00022,PROD00029,2024-01-06,12,76.20550895870397,2024-01-30,2024-01-28,914.4661075044477
PO000717,SUP00026,PROD00183,2022-11-15,8,46.22393034091374,2022-12-09,2022-12-15,369.7914427273099
PO000718,SUP00075,PROD00155,2022-06-19,12,76.06237901293306,2022-07-09,2022-07-06,912.7485481551968
PO000719,SUP00017,PROD00020,2021-02-25,9,32.62590720572035,2021-03-07,2021-03-05,293.6331648514832
PO000720,SUP00048,PROD00075,2022-10-08,9,57.09588617399822,2022-10-30,2022-11-01,513.8629755659839
PO000721,SUP00082,PROD00036,2023-03-12,8,24.539762220969315,2023-03-29,2023-03-30,196.31809776775452
PO000722,SUP00026,PROD00137,2023-10-26,6,14.39938885670286,2023-11-19,2023-11-23,86.39633314021717
PO000723,SUP00018,PROD00077,2022-07-03,12,76.63895895456575,2022-07-19,2022-07-24,919.6675074547891
PO000724,SUP00075,PROD00115,2021-05-29,12,26.471317289997753,2021-06-09,2021-06-10,317.655807479973
PO000725,SUP00099,PROD00077,2023-02-18,14,9.462782402554655,2023-03-05,2023-03-03,132.47895363576518
PO000726,SUP00087,PROD00064,2024-03-29,10,10.91255907276683,2024-04-09,2024-04-13,109.12559072766831
PO000727,SUP00057,PROD00156,2021-08-26,6,27.60721655542777,2021-09-08,2021-09-13,165.6432993325666
PO000728,SUP00055,PROD00157,2022-02-18,10,31.73819718883039,2022-03-02,2022-03-07,317.3819718883039
PO000729,SUP00019,PROD00137,2021-06-22,16,63.551859509602245,2021-07-08,2021-07-06,1016.8297521536359
PO000730,SUP00061,PROD00050,2021-01-03,16,5.285329724539301,2021-01-13,2021-01-16,84.56527559262882
PO000731,SUP00090,PROD00159,2021-09-06,16,75.7560159373921,2021-09-25,2021-09-22,1212.0962549982737
PO000732,SUP00023,PROD00130,2022-09-28,13,12.60294169576442,2022-10-11,2022-10-12,163.83824204493746
