Geo_Key,Order City,Order State,Order Country,Order Region,Market,Latitude,Longitude
Carpentras_Provenza-Alpes-Costa Azul_Francia,Carpentras,Provenza-Alpes-Costa Azul,Francia,Western Europe,Europe,37.37883377,-121.8303375
Utrecht_Utrecht_Países Bajos,Utrecht,Utrecht,Países Bajos,Western Europe,Europe,40.82476044,-73.94992065
Genk_Limburgo_Bélgica,Genk,Limburgo,Bélgica,Western Europe,Europe,41.4828682,-81.77826691
Gloucester_Inglaterra_Reino Unido,Gloucester,Inglaterra,Reino Unido,Northern Europe,Europe,39.3985405,-84.55661774
Helsinki_Uusimaa_Finlandia,Helsinki,Uusimaa,Finlandia,Northern Europe,Europe,37.66708756,-120.9958801
Miramas_Provenza-Alpes-Costa Azul_Francia,Miramas,Provenza-Alpes-Costa Azul,Francia,Western Europe,Europe,40.73124313,-73.98880768
Sofia_Sofía-Ciudad_Bulgaria,Sofia,Sofía-Ciudad,Bulgaria,Eastern Europe,Europe,41.63562393,-70.93080139
Granada_Andalucía_España,Granada,Andalucía,España,Southern Europe,Europe,33.04647064,-117.2896729
Mont-Saint-Aignan_Normandía_Francia,Mont-Saint-Aignan,Normandía,Francia,Western Europe,Europe,37.36024094,-121.8450699
Berlín_Berlín_Alemania,Berlín,Berlín,Alemania,Western Europe,Europe,43.21662521,-75.45603943
Cagliari_Cerdeña_Italia,Cagliari,Cerdeña,Italia,Southern Europe,Europe,43.56052399,-116.3960342
Erftstadt_Renania del Norte-Westfalia_Alemania,Erftstadt,Renania del Norte-Westfalia,Alemania,Western Europe,Europe,34.12594605,-118.2910156
Harrow_Inglaterra_Reino Unido,Harrow,Inglaterra,Reino Unido,Northern Europe,Europe,40.60237885,-73.95497131
Pescara_Abruzos_Italia,Pescara,Abruzos,Italia,Southern Europe,Europe,42.07463837,-76.1240387
Tourcoing_Norte-Paso de Calais-Picardía_Francia,Tourcoing,Norte-Paso de Calais-Picardía,Francia,Western Europe,Europe,37.32554245,-121.7993469
Afragola_Campania_Italia,Afragola,Campania,Italia,Southern Europe,Europe,29.77441025,-95.74694824
Lugansk_Lugansk_Ucrania,Lugansk,Lugansk,Ucrania,Eastern Europe,Europe,36.31933212,-119.2960815
Doncaster_Inglaterra_Reino Unido,Doncaster,Inglaterra,Reino Unido,Northern Europe,Europe,34.12594605,-118.2910156
Bry-sur-Marne_Isla de Francia_Francia,Bry-sur-Marne,Isla de Francia,Francia,Western Europe,Europe,34.69703293,-118.0883026
Charleroi_Henao_Bélgica,Charleroi,Henao,Bélgica,Western Europe,Europe,39.9602356,-76.67675781
Niort_Aquitania-Lemosín-Poitou-Charentes_Francia,Niort,Aquitania-Lemosín-Poitou-Charentes,Francia,Western Europe,Europe,34.58764267,-120.4081879
Venice_Véneto_Italia,Venice,Véneto,Italia,Southern Europe,Europe,25.77437019,-80.19377899
Ulm_Baden-Wurtemberg_Alemania,Ulm,Baden-Wurtemberg,Alemania,Western Europe,Europe,39.95479965,-76.75787354
Cambridge_Inglaterra_Reino Unido,Cambridge,Inglaterra,Reino Unido,Northern Europe,Europe,41.28277206,-112.1233444
Siegen_Renania del Norte-Westfalia_Alemania,Siegen,Renania del Norte-Westfalia,Alemania,Western Europe,Europe,35.81178284,-78.5975647
Las Rozas de Madrid_Madrid_España,Las Rozas de Madrid,Madrid,España,Southern Europe,Europe,33.97114563,-117.9650879
Luton_Inglaterra_Reino Unido,Luton,Inglaterra,Reino Unido,Northern Europe,Europe,40.7615242,-74.03826904
Verdun_Alsacia-Champaña-Ardenas-Lorena_Francia,Verdun,Alsacia-Champaña-Ardenas-Lorena,Francia,Western Europe,Europe,25.97953987,-80.19422913
Conflans-Sainte-Honorine_Isla de Francia_Francia,Conflans-Sainte-Honorine,Isla de Francia,Francia,Western Europe,Europe,41.7258606,-88.06419373
Sesto San Giovanni_Lombardía_Italia,Sesto San Giovanni,Lombardía,Italia,Southern Europe,Europe,45.5898819,-122.7153473
Bondy_Isla de Francia_Francia,Bondy,Isla de Francia,Francia,Western Europe,Europe,37.37883377,-121.8303375
Valencia_Valenciana_España,Valencia,Valenciana,España,Southern Europe,Europe,37.62722778,-77.32672882
Noisy-le-Grand_Isla de Francia_Francia,Noisy-le-Grand,Isla de Francia,Francia,Western Europe,Europe,26.16252518,-97.98887634
Elx_Valenciana_España,Elx,Valenciana,España,Southern Europe,Europe,40.70798492,-73.78303528
Gronau_Renania del Norte-Westfalia_Alemania,Gronau,Renania del Norte-Westfalia,Alemania,Western Europe,Europe,40.52737045,-81.26895905
Frankfurt_Hesse_Alemania,Frankfurt,Hesse,Alemania,Western Europe,Europe,32.9131012,-96.73959351
Rotherham_Inglaterra_Reino Unido,Rotherham,Inglaterra,Reino Unido,Northern Europe,Europe,45.44815064,-122.7694931
Savigny-le-Temple_Isla de Francia_Francia,Savigny-le-Temple,Isla de Francia,Francia,Western Europe,Europe,32.79521942,-117.2376556
La Seyne-sur-Mer_Provenza-Alpes-Costa Azul_Francia,La Seyne-sur-Mer,Provenza-Alpes-Costa Azul,Francia,Western Europe,Europe,33.9031601,-117.9898758
Fuji_Shizuoka_Japón,Fuji,Shizuoka,Japón,Eastern Asia,Pacific Asia,34.11491013,-118.2400131
Suzhou_Anhui_China,Suzhou,Anhui,China,Eastern Asia,Pacific Asia,42.42877197,-82.98252869
Changwon_Gyeongsangnam_Corea del Sur,Changwon,Gyeongsangnam,Corea del Sur,Eastern Asia,Pacific Asia,45.78831101,-108.5594101
Baoding_Hebei_China,Baoding,Hebei,China,Eastern Asia,Pacific Asia,40.77699661,-74.03401947
Port Macquarie_Nueva Gales del Sur_Australia,Port Macquarie,Nueva Gales del Sur,Australia,Oceania,Pacific Asia,33.81022644,-84.41808319
Vijayawada_Andhra Pradesh_India,Vijayawada,Andhra Pradesh,India,South Asia,Pacific Asia,39.32117081,-76.61475372
Termez_Surjandarín_Uzbekistán,Termez,Surjandarín,Uzbekistán,Central Asia,Pacific Asia,37.67061997,-122.4532928
Bishkek_Bishkek_Kirguistán,Bishkek,Bishkek,Kirguistán,Central Asia,Pacific Asia,40.03124619,-75.18191528
Pekín_Pekín_China,Pekín,Pekín,China,Eastern Asia,Pacific Asia,26.11803436,-80.18949127
Thane_Maharashtra_India,Thane,Maharashtra,India,South Asia,Pacific Asia,33.64226151,-117.9133224
Mumbai_Maharashtra_India,Mumbai,Maharashtra,India,South Asia,Pacific Asia,41.75909424,-87.56176758
Durgapur_Bengala Occidental_India,Durgapur,Bengala Occidental,India,South Asia,Pacific Asia,39.13689041,-76.62719727
Samarinda_Kalimantan Oriental_Indonesia,Samarinda,Kalimantan Oriental,Indonesia,Southeast Asia,Pacific Asia,34.06787491,-117.9273758
Bacolod City_Visayas Occidental_Filipinas,Bacolod City,Visayas Occidental,Filipinas,Southeast Asia,Pacific Asia,26.11803436,-80.18949127
Lismore_Nueva Gales del Sur_Australia,Lismore,Nueva Gales del Sur,Australia,Oceania,Pacific Asia,39.94662857,-75.21822357
Bhavnagar_Guyarat_India,Bhavnagar,Guyarat,India,South Asia,Pacific Asia,41.55160904,-88.12562561
Angeles City_Luzón Central_Filipinas,Angeles City,Luzón Central,Filipinas,Southeast Asia,Pacific Asia,39.04636002,-76.98272705
Corlu_Tekirdag_Turquía,Corlu,Tekirdag,Turquía,West Asia,Pacific Asia,38.90581513,-104.7751541
Jeddah_Meca_Arabia Saudí,Jeddah,Meca,Arabia Saudí,West Asia,Pacific Asia,33.72333527,-117.9960556
K'ut'aisi_Imericia_Georgia,K'ut'aisi,Imericia,Georgia,West Asia,Pacific Asia,42.23906326,-71.00604248
Hirakata_Osaka_Japón,Hirakata,Osaka,Japón,Eastern Asia,Pacific Asia,42.45111084,-73.25260162
Neijiang_Sichuan_China,Neijiang,Sichuan,China,Eastern Asia,Pacific Asia,34.01161575,-117.7281189
Shanwei_Guangdong_China,Shanwei,Guangdong,China,Eastern Asia,Pacific Asia,41.89509964,-87.73982239
Waitakere_Auckland_Nueva Zelanda,Waitakere,Auckland,Nueva Zelanda,Oceania,Pacific Asia,38.77223587,-97.61299133
Mangalore_Karnataka_India,Mangalore,Karnataka,India,South Asia,Pacific Asia,42.33480835,-74.93064117
Kathmandu_Central_Nepal,Kathmandu,Central,Nepal,South Asia,Pacific Asia,26.11927223,-80.18818665
Kendari_Célebes Suroriental_Indonesia,Kendari,Célebes Suroriental,Indonesia,Southeast Asia,Pacific Asia,41.52561569,-88.40119934
Probolinggo_Java Oriental_Indonesia,Probolinggo,Java Oriental,Indonesia,Southeast Asia,Pacific Asia,34.02827454,-118.2391357
Jixi_Heilongjiang_China,Jixi,Heilongjiang,China,Eastern Asia,Pacific Asia,38.11615372,-121.3949966
Darwin_Territorio del Norte_Australia,Darwin,Territorio del Norte,Australia,Oceania,Pacific Asia,26.21472931,-80.23004913
Rasht_Guilán_Irán,Rasht,Guilán,Irán,South Asia,Pacific Asia,33.99020767,-117.9262314
Ahvaz_Juzestán_Irán,Ahvaz,Juzestán,Irán,South Asia,Pacific Asia,43.02910233,-78.87342072
Arnsberg_Renania del Norte-Westfalia_Alemania,Arnsberg,Renania del Norte-Westfalia,Alemania,Western Europe,Europe,33.89164734,-118.299408
Genoa_Liguria_Italia,Genoa,Liguria,Italia,Southern Europe,Europe,34.06435013,-118.437088
Toulouse_Languedoc-Rosellón-Mediodía-Pirineos_Francia,Toulouse,Languedoc-Rosellón-Mediodía-Pirineos,Francia,Western Europe,Europe,33.93642426,-117.4205856
Waterlooville_Inglaterra_Reino Unido,Waterlooville,Inglaterra,Reino Unido,Northern Europe,Europe,38.79660034,-90.34640503
Leipzig_Sajonia_Alemania,Leipzig,Sajonia,Alemania,Western Europe,Europe,35.30461502,-119.0659714
Vanves_Isla de Francia_Francia,Vanves,Isla de Francia,Francia,Western Europe,Europe,34.09960938,-118.3507385
Meyzieu_Auvernia-Ródano-Alpes_Francia,Meyzieu,Auvernia-Ródano-Alpes,Francia,Western Europe,Europe,34.64638138,-120.4619675
Mulhouse_Alsacia-Champaña-Ardenas-Lorena_Francia,Mulhouse,Alsacia-Champaña-Ardenas-Lorena,Francia,Western Europe,Europe,42.5804596,-83.15601349
Leicester_Inglaterra_Reino Unido,Leicester,Inglaterra,Reino Unido,Northern Europe,Europe,42.60966873,-83.16378784
Chelles_Isla de Francia_Francia,Chelles,Isla de Francia,Francia,Western Europe,Europe,41.6280365,-70.92701721
Marbella_Andalucía_España,Marbella,Andalucía,España,Southern Europe,Europe,33.41519928,-111.9199905
Florence_Toscana_Italia,Florence,Toscana,Italia,Southern Europe,Europe,40.20003891,-77.24391937
Kashira_Moscú_Rusia,Kashira,Moscú,Rusia,Eastern Europe,Europe,40.67771912,-73.96311951
Cholet_Países del Loira_Francia,Cholet,Países del Loira,Francia,Western Europe,Europe,33.32296753,-111.8416901
Bochum_Renania del Norte-Westfalia_Alemania,Bochum,Renania del Norte-Westfalia,Alemania,Western Europe,Europe,33.30039215,-111.8709564
Annecy_Auvernia-Ródano-Alpes_Francia,Annecy,Auvernia-Ródano-Alpes,Francia,Western Europe,Europe,33.86329651,-117.9716263
Magdeburg_Sajonia-Anhalt_Alemania,Magdeburg,Sajonia-Anhalt,Alemania,Western Europe,Europe,41.95449448,-87.65029144
Amberes_Amberes_Bélgica,Amberes,Amberes,Bélgica,Western Europe,Europe,42.03330612,-88.29245758
Makhachkala_Daguestán_Rusia,Makhachkala,Daguestán,Rusia,Eastern Europe,Europe,34.5802269,-118.0599518
Cheliábinsk_Cheliábinsk_Rusia,Cheliábinsk,Cheliábinsk,Rusia,Eastern Europe,Europe,40.64059448,-73.97518921
Brandenburgo_Brandenburgo_Alemania,Brandenburgo,Brandenburgo,Alemania,Western Europe,Europe,34.0816536,-118.1783524
Wetzlar_Hesse_Alemania,Wetzlar,Hesse,Alemania,Western Europe,Europe,33.66559982,-117.8830566
Pertuis_Provenza-Alpes-Costa Azul_Francia,Pertuis,Provenza-Alpes-Costa Azul,Francia,Western Europe,Europe,38.02914047,-121.8859177
Torrevieja_Valenciana_España,Torrevieja,Valenciana,España,Southern Europe,Europe,40.72789002,-74.01309967
Cagnes-sur-Mer_Provenza-Alpes-Costa Azul_Francia,Cagnes-sur-Mer,Provenza-Alpes-Costa Azul,Francia,Western Europe,Europe,33.99481583,-118.3429413
Nanterre_Isla de Francia_Francia,Nanterre,Isla de Francia,Francia,Western Europe,Europe,39.74662018,-104.8164368
Vichy_Auvernia_Francia,Vichy,Auvernia,Francia,Western Europe,Europe,39.81664658,-74.98467255
Lohne_Baja Sajonia_Alemania,Lohne,Baja Sajonia,Alemania,Western Europe,Europe,42.5804596,-83.15601349
Le Mans_Países del Loira_Francia,Le Mans,Países del Loira,Francia,Western Europe,Europe,39.79224014,-76.73596191
Bordeaux_Aquitania-Lemosín-Poitou-Charentes_Francia,Bordeaux,Aquitania-Lemosín-Poitou-Charentes,Francia,Western Europe,Europe,36.82411957,-76.12789154
Astracán_Astracán_Rusia,Astracán,Astracán,Rusia,Eastern Europe,Europe,34.09960938,-118.3507385
Rouen_Normandía_Francia,Rouen,Normandía,Francia,Western Europe,Europe,33.9031601,-117.9898758
Stuttgart_Baden-Wurtemberg_Alemania,Stuttgart,Baden-Wurtemberg,Alemania,Western Europe,Europe,41.95346451,-87.73246002
Peterborough_Inglaterra_Reino Unido,Peterborough,Inglaterra,Reino Unido,Northern Europe,Europe,33.66559982,-117.8830566
Montecatini Terme_Toscana_Italia,Montecatini Terme,Toscana,Italia,Southern Europe,Europe,43.58177948,-116.3938828
Warsaw_Mazovia_Polonia,Warsaw,Mazovia,Polonia,Eastern Europe,Europe,26.01622772,-97.55728912
Huelva_Andalucía_España,Huelva,Andalucía,España,Southern Europe,Europe,34.06943131,-117.9799881
Reggio nell'Emilia_Emilia-Romaña_Italia,Reggio nell'Emilia,Emilia-Romaña,Italia,Southern Europe,Europe,41.36125946,-82.11012268
Le Bouscat_Aquitania-Lemosín-Poitou-Charentes_Francia,Le Bouscat,Aquitania-Lemosín-Poitou-Charentes,Francia,Western Europe,Europe,41.89517212,-87.73634338
Derbent_Daguestán_Rusia,Derbent,Daguestán,Rusia,Eastern Europe,Europe,34.0086174,-117.7501831
Crewe_Inglaterra_Reino Unido,Crewe,Inglaterra,Reino Unido,Northern Europe,Europe,40.7571907,-74.02506256
Paris_Isla de Francia_Francia,Paris,Isla de Francia,Francia,Western Europe,Europe,35.18754196,-101.8676224
Bognor Regis_Inglaterra_Reino Unido,Bognor Regis,Inglaterra,Reino Unido,Northern Europe,Europe,33.04647064,-117.2896729
Biarritz_Aquitania-Lemosín-Poitou-Charentes_Francia,Biarritz,Aquitania-Lemosín-Poitou-Charentes,Francia,Western Europe,Europe,21.30562019,-157.8386993
Aix-en-Provence_Provenza-Alpes-Costa Azul_Francia,Aix-en-Provence,Provenza-Alpes-Costa Azul,Francia,Western Europe,Europe,41.89614868,-87.67932892
Registro_São Paulo_Brasil,Registro,São Paulo,Brasil,South America,LATAM,42.20660782,-83.1534729
Presidente Dutra_Marañón_Brasil,Presidente Dutra,Marañón,Brasil,South America,LATAM,40.63687897,-73.94221497
Villa Canales_Guatemala_Guatemala,Villa Canales,Guatemala,Guatemala,Central America,LATAM,40.73928452,-73.99893189
Jiutepec_Morelos_México,Jiutepec,Morelos,México,Central America,LATAM,40.66544724,-73.94540405
Brumado_Bahía_Brasil,Brumado,Bahía,Brasil,South America,LATAM,39.27096558,-84.272995
Teresópolis_Río de Janeiro_Brasil,Teresópolis,Río de Janeiro,Brasil,South America,LATAM,40.13446808,-87.610672
Guarulhos_São Paulo_Brasil,Guarulhos,São Paulo,Brasil,South America,LATAM,44.72552109,-93.20613098
Bornova_Izmir_Turquía,Bornova,Izmir,Turquía,West Asia,Pacific Asia,21.33713913,-158.0259857
Salihli_Manisa_Turquía,Salihli,Manisa,Turquía,West Asia,Pacific Asia,43.97969818,-88.53061676
Tel Aviv_Tel Aviv_Israel,Tel Aviv,Tel Aviv,Israel,West Asia,Pacific Asia,39.32382965,-84.46369171
Astaná_Astaná_Kazajistán,Astaná,Astaná,Kazajistán,Central Asia,Pacific Asia,40.21145248,-77.0072937
Launceston_Tasmania_Australia,Launceston,Tasmania,Australia,Oceania,Pacific Asia,21.40107918,-157.7463837
Ranchi_Jharkhand_India,Ranchi,Jharkhand,India,South Asia,Pacific Asia,37.16918945,-76.54801178
New Plymouth_Taranaki_Nueva Zelanda,New Plymouth,Taranaki,Nueva Zelanda,Oceania,Pacific Asia,42.42877197,-82.98252869
Heyuan_Guangdong_China,Heyuan,Guangdong,China,Eastern Asia,Pacific Asia,39.49591446,-98.98998261
Saveh_Markazí_Irán,Saveh,Markazí,Irán,South Asia,Pacific Asia,33.4926796,-112.2088623
Durg_Chhattisgarh_India,Durg,Chhattisgarh,India,South Asia,Pacific Asia,29.54194069,-95.60385132
Makati_Capital Nacional_Filipinas,Makati,Capital Nacional,Filipinas,Southeast Asia,Pacific Asia,39.33096314,-82.97971344
Xinyi_Guangdong_China,Xinyi,Guangdong,China,Eastern Asia,Pacific Asia,40.70602036,-74.08685303
Lianzhou_Guangdong_China,Lianzhou,Guangdong,China,Eastern Asia,Pacific Asia,33.92366028,-117.2291946
Eskisehir_Eskisehir_Turquía,Eskisehir,Eskisehir,Turquía,West Asia,Pacific Asia,41.8728714,-87.71582031
Armidale_Nueva Gales del Sur_Australia,Armidale,Nueva Gales del Sur,Australia,Oceania,Pacific Asia,29.9740696,-90.087883
Tamworth_Nueva Gales del Sur_Australia,Tamworth,Nueva Gales del Sur,Australia,Oceania,Pacific Asia,26.140728,-97.66805267
Jambi_Jambi_Indonesia,Jambi,Jambi,Indonesia,Southeast Asia,Pacific Asia,40.64674377,-73.94338989
Xuzhou_Jiangsu_China,Xuzhou,Jiangsu,China,Eastern Asia,Pacific Asia,39.28265762,-77.4777832
Wuhan_Hubei_China,Wuhan,Hubei,China,Eastern Asia,Pacific Asia,39.80402374,-76.97429657
Hobart_Tasmania_Australia,Hobart,Tasmania,Australia,Oceania,Pacific Asia,21.32156754,-157.8721771
Sincan_Ankara_Turquía,Sincan,Ankara,Turquía,West Asia,Pacific Asia,35.06517029,-106.6699524
Mackay_Queensland_Australia,Mackay,Queensland,Australia,Oceania,Pacific Asia,40.60237885,-73.95497131
Yuci_Shanxi_China,Yuci,Shanxi,China,Eastern Asia,Pacific Asia,41.50205994,-74.01177216
Fukui_Fukui_Japón,Fukui,Fukui,Japón,Eastern Asia,Pacific Asia,40.85889053,-73.93106842
Caloocan_Capital Nacional_Filipinas,Caloocan,Capital Nacional,Filipinas,Southeast Asia,Pacific Asia,35.18754196,-101.8676224
Basra_Basora_Irak,Basra,Basora,Irak,West Asia,Pacific Asia,42.20007706,-84.43824005
Belgaum_Karnataka_India,Belgaum,Karnataka,India,South Asia,Pacific Asia,32.6425972,-97.02174377
Cainta_Calabarzón_Filipinas,Cainta,Calabarzón,Filipinas,Southeast Asia,Pacific Asia,40.41231918,-104.6923523
Auckland_Auckland_Nueva Zelanda,Auckland,Auckland,Nueva Zelanda,Oceania,Pacific Asia,33.08282852,-82.9998703
Taupo_Waikato_Nueva Zelanda,Taupo,Waikato,Nueva Zelanda,Oceania,Pacific Asia,41.89603806,-87.67301941
Gujranwala_Punyab_Pakistán,Gujranwala,Punyab,Pakistán,South Asia,Pacific Asia,41.80830002,-87.66905975
Sarkand_Almaty_Kazajistán,Sarkand,Almaty,Kazajistán,Central Asia,Pacific Asia,25.74022484,-80.36169434
Ajman_Ajmán_Emiratos Árabes Unidos,Ajman,Ajmán,Emiratos Árabes Unidos,West Asia,Pacific Asia,29.76576996,-95.37227631
Zhuhai_Guangdong_China,Zhuhai,Guangdong,China,Eastern Asia,Pacific Asia,39.522995,-104.9482193
Bucheon_Gyeonggi_Corea del Sur,Bucheon,Gyeonggi,Corea del Sur,Eastern Asia,Pacific Asia,40.1901207,-105.1010666
Nelson_Nelson_Nueva Zelanda,Nelson,Nelson,Nueva Zelanda,Oceania,Pacific Asia,42.13397598,-87.98233032
Yichun_Jiangxi_China,Yichun,Jiangxi,China,Eastern Asia,Pacific Asia,39.83699036,-86.01907349
Solapur_Maharashtra_India,Solapur,Maharashtra,India,South Asia,Pacific Asia,18.24845696,-66.03705597
Chongqing_Chongqing_China,Chongqing,Chongqing,China,Eastern Asia,Pacific Asia,36.94937897,-76.24703217
Zhaoqing_Guangdong_China,Zhaoqing,Guangdong,China,Eastern Asia,Pacific Asia,39.67436981,-75.76576996
Tegal_Java Central_Indonesia,Tegal,Java Central,Indonesia,Southeast Asia,Pacific Asia,18.24762535,-66.0370636
Bihar Sharif_Bihar_India,Bihar Sharif,Bihar,India,South Asia,Pacific Asia,40.74015808,-73.84850311
Taixing_Jiangsu_China,Taixing,Jiangsu,China,Eastern Asia,Pacific Asia,35.31053162,-119.0147934
Mardan_Jaiber Pajtunjuá_Pakistán,Mardan,Jaiber Pajtunjuá,Pakistán,South Asia,Pacific Asia,42.34844208,-83.43744659
Xinzhou_Shanxi_China,Xinzhou,Shanxi,China,Eastern Asia,Pacific Asia,18.27717209,-66.0370636
Nanchong_Sichuan_China,Nanchong,Sichuan,China,Eastern Asia,Pacific Asia,40.8907814,-73.85758209
Nom Pen_Nom Pen_Camboya,Nom Pen,Nom Pen,Camboya,Southeast Asia,Pacific Asia,18.25230408,-66.03705597
Patna_Bihar_India,Patna,Bihar,India,South Asia,Pacific Asia,37.01370621,-121.5893478
Faridabad_Haryana_India,Faridabad,Haryana,India,South Asia,Pacific Asia,40.68665695,-73.37553406
Maryborough_Queensland_Australia,Maryborough,Queensland,Australia,Oceania,Pacific Asia,18.26527405,-66.03705597
Huangshan_Anhui_China,Huangshan,Anhui,China,Eastern Asia,Pacific Asia,18.29482651,-66.03705597
Kwinana_Australia Occidental_Australia,Kwinana,Australia Occidental,Australia,Oceania,Pacific Asia,18.24095535,-66.03704834
Madurai_Tamil Nadu_India,Madurai,Tamil Nadu,India,South Asia,Pacific Asia,18.2852459,-66.03704834
Wenzhou_Zhejiang_China,Wenzhou,Zhejiang,China,Eastern Asia,Pacific Asia,18.23730087,-66.03705597
Suzhou_Jiangsu_China,Suzhou,Jiangsu,China,Eastern Asia,Pacific Asia,33.77279663,-117.8358154
Chengdu_Sichuan_China,Chengdu,Sichuan,China,Eastern Asia,Pacific Asia,33.83805847,-117.9110107
Huadian_Jilin_China,Huadian,Jilin,China,Eastern Asia,Pacific Asia,41.9041214,-87.71240997
Fatehpur_Rajastán_India,Fatehpur,Rajastán,India,South Asia,Pacific Asia,42.34844208,-83.43744659
Yancheng_Jiangsu_China,Yancheng,Jiangsu,China,Eastern Asia,Pacific Asia,18.26447868,-66.0370636
Kediri_Java Oriental_Indonesia,Kediri,Java Oriental,Indonesia,Southeast Asia,Pacific Asia,40.8907814,-73.85758209
Coffs Harbour_Nueva Gales del Sur_Australia,Coffs Harbour,Nueva Gales del Sur,Australia,Oceania,Pacific Asia,18.20499229,-66.0370636
Surakarta_Java Central_Indonesia,Surakarta,Java Central,Indonesia,Southeast Asia,Pacific Asia,40.68805313,-73.82411957
Bacoor_Calabarzón_Filipinas,Bacoor,Calabarzón,Filipinas,Southeast Asia,Pacific Asia,18.27087593,-66.03704834
Bundaberg_Queensland_Australia,Bundaberg,Queensland,Australia,Oceania,Pacific Asia,18.28882027,-66.03704834
Ipoh_Perak_Malasia,Ipoh,Perak,Malasia,Southeast Asia,Pacific Asia,18.26412392,-66.0370636
Tongchuan_Sichuan_China,Tongchuan,Sichuan,China,Eastern Asia,Pacific Asia,41.3469696,-81.82631683
Goyang_Gyeonggi_Corea del Sur,Goyang,Gyeonggi,Corea del Sur,Eastern Asia,Pacific Asia,18.27475357,-66.0370636
Pasig_Capital Nacional_Filipinas,Pasig,Capital Nacional,Filipinas,Southeast Asia,Pacific Asia,18.23048019,-66.0370636
Ichalkaranji_Maharashtra_India,Ichalkaranji,Maharashtra,India,South Asia,Pacific Asia,39.3985405,-84.55661774
Palembang_Sumatra Meridional_Indonesia,Palembang,Sumatra Meridional,Indonesia,Southeast Asia,Pacific Asia,18.2952652,-66.0370636
Kota_Rajastán_India,Kota,Rajastán,India,South Asia,Pacific Asia,35.67626572,-77.42941284
São Bernardo do Campo_São Paulo_Brasil,São Bernardo do Campo,São Paulo,Brasil,South America,LATAM,18.25079155,-66.37054443
San Martín_Cuscatlán_El Salvador,San Martín,Cuscatlán,El Salvador,Central America,LATAM,18.21845245,-66.37050629
Ocotlán_Jalisco_México,Ocotlán,Jalisco,México,Central America,LATAM,18.20192337,-66.37052918
Kabul_Kabul_Afganistán,Kabul,Kabul,Afganistán,South Asia,Pacific Asia,18.24798012,-66.37062073
Tulsa_Oklahoma_Estados Unidos,Tulsa,Oklahoma,Estados Unidos,US Center ,USCA,18.23170853,-66.37060547
Moreno Valley_California_Estados Unidos,Moreno Valley,California,Estados Unidos,West of USA ,USCA,18.27940369,-66.37062836
Zaria_Kaduna_Nigeria,Zaria,Kaduna,Nigeria,West Africa,Africa,18.24714851,-66.3705368
Kampala_Kampala_Uganda,Kampala,Kampala,Uganda,East Africa,Africa,18.22377396,-66.37060547
Port Harcourt_Ríos_Nigeria,Port Harcourt,Ríos,Nigeria,West Africa,Africa,18.25021553,-66.07617188
Johannesburg_Gauteng_SudAfrica,Johannesburg,Gauteng,SudAfrica,Southern Africa,Africa,18.27088165,-66.37059784
Minna_Níger_Nigeria,Minna,Níger,Nigeria,West Africa,Africa,18.28591919,-66.37057495
Constantina_Constantina_Argelia,Constantina,Constantina,Argelia,North Africa,Africa,18.28968811,-66.37058258
Abakaliki_Ebonyi_Nigeria,Abakaliki,Ebonyi,Nigeria,West Africa,Africa,18.24746704,-66.37051392
Stellenbosch_Cabo Occidental_SudAfrica,Stellenbosch,Cabo Occidental,SudAfrica,Southern Africa,Africa,18.23311997,-66.37055206
Tangier_Tánger-Tetuán_Marruecos,Tangier,Tánger-Tetuán,Marruecos,North Africa,Africa,18.22353363,-66.37058258
Maseru_Maseru_Lesoto,Maseru,Maseru,Lesoto,Southern Africa,Africa,18.24144936,-66.37062073
Soweto_Gauteng_SudAfrica,Soweto,Gauteng,SudAfrica,Southern Africa,Africa,18.25845337,-66.37052155
Fontenay-aux-Roses_Isla de Francia_Francia,Fontenay-aux-Roses,Isla de Francia,Francia,Western Europe,Europe,18.24715424,-66.0370636
Badalona_Cataluña_España,Badalona,Cataluña,España,Southern Europe,Europe,18.20903587,-66.3705368
Gothenburg_Västra Götaland_Suecia,Gothenburg,Västra Götaland,Suecia,Northern Europe,Europe,18.21715546,-66.3706131
Glasgow_Escocia_Reino Unido,Glasgow,Escocia,Reino Unido,Northern Europe,Europe,18.22757149,-66.04357147
Monza_Lombardía_Italia,Monza,Lombardía,Italia,Southern Europe,Europe,18.24752426,-66.0370636
Swindon_Inglaterra_Reino Unido,Swindon,Inglaterra,Reino Unido,Northern Europe,Europe,18.21783447,-66.03705597
Brest_Bretaña_Francia,Brest,Bretaña,Francia,Western Europe,Europe,18.23040581,-66.03705597
Le Chesnay_Isla de Francia_Francia,Le Chesnay,Isla de Francia,Francia,Western Europe,Europe,18.23985481,-66.03704834
Malakoff_Isla de Francia_Francia,Malakoff,Isla de Francia,Francia,Western Europe,Europe,18.23141098,-66.03705597
Valladolid_Castilla y León_España,Valladolid,Castilla y León,España,Southern Europe,Europe,18.23498535,-66.03705597
Sevran_Isla de Francia_Francia,Sevran,Isla de Francia,Francia,Western Europe,Europe,18.20036316,-66.03705597
Vincennes_Isla de Francia_Francia,Vincennes,Isla de Francia,Francia,Western Europe,Europe,18.2517395,-66.03704834
Caen_Normandía_Francia,Caen,Normandía,Francia,Western Europe,Europe,18.27927208,-66.03705597
